 ------------------------------------
 #p opt b3lyp/6-31g geom=connectivity
 ------------------------------------

 -------------------
 Title Card Required
 -------------------

                         Standard orientation:                         
 ---------------------------------------------------------------------
 Center     Atomic      Atomic             Coordinates (Angstroms)
 Number     Number       Type             X           Y           Z
     27          6           0        2.351853    3.652534   -0.061309
     28          6           0       -2.352257    3.653654   -0.033460
     29          6           0        0.004044    3.563939    0.565815
     30          6           0        2.417030    5.032229   -0.085451
     31          6           0        0.001255    5.061178    0.100019
     32          6           0       -2.416061    5.034589   -0.069792
     33          6           0       -3.688627    5.641025   -0.151457
     34          6           0       -4.844125    4.816703   -0.166707
     35          6           0       -4.715290    3.394168   -0.165806
     36          6           0       -1.199756    5.773836   -0.037962
     37          6           0        1.199859    5.773254   -0.044633
     38          6           0        3.689772    5.640417   -0.160502
     39          6           0        4.713514    3.393115   -0.182795
     40          6           0        5.483211    1.069473   -0.097335
     41          6           0        6.416985   -1.205280   -0.063084
     42          6           0        6.170331   -4.039342   -0.054137
     43          6           0        7.578402   -2.035686   -0.073725
     44          6           0        6.603412    0.209187   -0.090087
     45          6           0        5.774473    2.486083   -0.142672
     46          6           0        4.843726    4.816487   -0.176778
     47          6           0        7.471771   -3.458475   -0.063009
     48          6           0       -6.161777    5.385543   -0.155639
     49          6           0       -5.776253    2.486699   -0.137569
     50          6           0       -5.485585    1.069832   -0.096549
     51          6           0       -5.068752   -1.775148   -0.037527
     52          6           0       -3.711905   -3.850993   -0.051074
     53          6           0       -6.418372   -1.205241   -0.067899
     54          6           0       -6.604942    0.209515   -0.091810
     55          6           0       -7.094787    3.068584   -0.134307
     56          6           0       -7.245201    4.506797   -0.147529
     57          6           0       -4.102192    0.505091   -0.039050
     58          6           0       -4.987299   -3.224887   -0.045961
     59          6           0        6.087601   -5.479215   -0.056366
     60          6           0        3.653249   -5.302058   -0.057919
     61          6           0        1.226920   -5.256427   -0.058276
     62          6           0       -1.228335   -5.256276   -0.058171
     63          6           0       -3.654732   -5.301694   -0.057591
     64          6           0        8.640174   -4.278546   -0.064900
     65          6           0        4.823190   -6.066267   -0.050929
     66          1           0        4.738065   -7.148398   -0.040996
     67          6           0        2.424570   -5.962246   -0.051747
     68          6           0        8.534128   -5.713944   -0.054309
     69          6           0        7.249208   -6.272911   -0.049138
     70          1           0        7.137553   -7.353245   -0.039206
